Identifier (RIC),Company Name,Country of Headquarters,"Company Market Cap
(EUR)","Total Assets
(FY-1, EUR)","Retained Earnings
(FY-1, EUR)","Earnings before Interest & Taxes (EBIT)
(FY-1, EUR)","Total Liabilities
(FY-1, EUR)","Revenue from Business Activities - Total
(FY-1, EUR)","Working Capital
(FY-1, EUR)",Organization Status Code,TRBC Economic Sector Name,Delisted Quote Flag,Issuer Rating,Credit Combined PD (%),Region
LOTO.MKE,Lotarija na Makedonija AD Skopje,Macedonia,394567.8128,5546131.254,181624.6038,67398.28271,59153.79433,425386.0971,583834.3458,Act,Consumer Cyclicals,FALSE,,0,South
MAKS.MKE,Makoteks AD Skopje,Macedonia,,3424888.318,17292.11777,17160.9927,53367.9009,395653.4889,494062.8491,Act,Consumer Cyclicals,FALSE,,0,South
MKSD.MKE,Makosped AD Skopje,Macedonia,2045160.506,17210377.68,177559.7268,-23684.46462,930987.9518,483835.0942,2518306.019,Act,Industrials,FALSE,,0,South
MPOL.MKE,Hoteli Metropol AD Ohrid,Macedonia,4369804.868,8597968.766,461265.1926,420763.9386,419419.9067,3427019.101,1067669.44,Act,Consumer Cyclicals,FALSE,,0,South
MPT.MKE,Makpetrol AD Skopje,Macedonia,205873096.2,180028992,9330384.2,16288306.23,27009943.75,504700992.8,17645368.69,Act,Energy,FALSE,,0,South
MTUR.MKE,Makedonijaturist AD Skopje,Macedonia,55894334.2,61609012.81,1476199.41,1579434.173,1137624.661,6698392.751,12492383.16,Act,Consumer Cyclicals,FALSE,,0,South
OTEK.MKE,Oteks AD Ohrid,Macedonia,,2241495.834,-69727.53363,-222101.7444,88348.69507,983646.9686,825603.3229,Act,Consumer Cyclicals,FALSE,,,South
REPL.MKE,Replek AD Skopje,Macedonia,64365797.96,54221230.03,1079618.211,4692654.605,15410046.95,31929526.67,5348427.439,Act,Healthcare,FALSE,,0,South
RZEK.MKE,RZ Ekonomika AD Skopje,Macedonia,470648.5182,2713862.661,-133534.4867,-133567.2679,38255.73732,334385.3029,282295.8714,Act,Industrials,FALSE,,,South
RZIT.MKE,RZ Inter Transsped AD Skopje,Macedonia,191067.3066,2479574.953,-30978.29628,-29863.73324,1112317.524,65955.90701,-478917.9043,Act,Industrials,FALSE,,0,South
RZUS.MKE,RZ Uslugi AD Skopje,Macedonia,1151658.299,12252981.57,-284705.2944,-199293.7061,1648225.659,3097747.675,4176562.746,Act,Utilities,FALSE,,0,South
SPAZ.MKE,Skopski Pazar AD Skopje,Macedonia,9616171.728,58780022.34,6975804.213,7904890.852,15289838.05,4233946.352,-3101386.396,Act,Consumer Cyclicals,FALSE,,0,South
STIL.MKE,Makstil AD Skopje,Macedonia,29049919.59,142857036.2,4497704.417,7031335.678,79891845.99,136249578.6,12518968.76,Act,Basic Materials,FALSE,,0,South
TETE.MKE,Teteks AD Tetovo,Macedonia,12611641.3,27096682.98,398418.0969,-1361815.739,853640.5549,1245114.432,4719404.118,Act,Consumer Cyclicals,FALSE,,0,South
TKPR.MKE,Tutunski Kombinat AD Prilep,Macedonia,12947657.86,25574976.61,2960935.062,-3255950.064,13707027.4,9873078.057,1011728.21,Act,Consumer Non-Cyclicals,FALSE,,0,South
TKVS.MKE,VV Tikves AD Skopje,Macedonia,44225438.86,85289625.63,4180873.482,5326070.616,38316546.56,48399883.66,28455351.72,Act,Consumer Non-Cyclicals,FALSE,,0,South
VITA.MKE,Vitaminka AD Prilep,Macedonia,14949536.92,56661942.79,988361.7234,2695423.199,36017366.92,57389146.01,6675560.599,Act,Consumer Non-Cyclicals,FALSE,,0,South
ZILU.MKE,Zito Luks AD Skopje,Macedonia,1840930.408,21562664.4,504438.1198,977979.8965,11291261.18,20526776.4,-827169.6827,Act,Consumer Non-Cyclicals,FALSE,,0,South
ZPKO.MKE,ZK Pelagonija AD Bitola,Macedonia,11569698.25,97076113.39,302767.7719,1330296.552,29550229.61,19491248.99,9119780.957,Act,Consumer Non-Cyclicals,FALSE,,0,South
PRGNF.PK,Paragon Shipping Inc,Greece,9.621519999,98748319.1,-243187049.9,-22500574.3,140357994.6,31045988.52,-119912570.6,Act,Industrials,FALSE,,,South
PKPT.BEL,PIK Pester ad Sjenica,Republic of Serbia,287506.4584,,,,,,,Act,Consumer Non-Cyclicals,FALSE,,,South
NKTS.BEL,Nikola Tesla Ei A.d. Beograd,Republic of Serbia,657924.2643,,,,,,,Act,Industrials,FALSE,,,South
TRGC.BEL,Trgocentar ad Leskovac,Republic of Serbia,31492.08524,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
LSTA.BEL,Lasta A.d. Beograd,Republic of Serbia,8670777.115,79337749.98,-5093947.008,-3160137.984,64285289.93,61889721.02,-37503959.68,Act,Industrials,FALSE,,0,South
MPRO.BEL,Mlinprodukt ad Ada,Republic of Serbia,,,,,,,,Act,Consumer Non-Cyclicals,FALSE,,,South
PMLI.BEL,Becejska Pekara ad Becej,Republic of Serbia,568300.0105,,,,,,,Act,Consumer Non-Cyclicals,FALSE,,,South
GFSO.BEL,Gosa FSO ad Simicevo,Republic of Serbia,541679.4203,,,,,,,Act,Industrials,FALSE,,,South
SLGU.BEL,Sloga ad Uzice,Republic of Serbia,2700239.906,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
RDKV.BEL,Rudnik Kovin ad Kovin,Republic of Serbia,,,,,,,,Act,Energy,FALSE,,,South
DESA.MC,Desarrollos Especiales de Sistemas de Anclaje SA,Spain,36076803.52,41011668,1928539,3729786,21295846,47891594,9108549,Act,Industrials,FALSE,,0,South
SRPU.BEL,Srbijaput ad Beograd,Republic of Serbia,185599.1577,,,,,,,Act,Industrials,FALSE,,,South
HIDG.BEL,Hidrogradjevinar ad Sremska Mitrovica,Republic of Serbia,,,,,,,,Act,Industrials,FALSE,,,South
PQ.MI,Piquadro SpA,Italy,135333625.1,189025000,4584000,16720000,120187000,183610000,35537000,Act,Consumer Cyclicals,FALSE,,0,South
PPTA.BEL,PPT Armature ad Aleksandrovac,Republic of Serbia,1455246.748,,,,,,,Act,Industrials,FALSE,,,South
HT.ZA,Hrvatski Telekom dd,Croatia,3180569908,2097124000,22659000,186378000,420546000,1101579000,280641000,Act,Technology,FALSE,,0,South
FLUI.MC,Fluidra SA,Spain,3745754535,3637307000,33654098.1,260049000,1980113000,2136402000,407577000,Act,Consumer Cyclicals,FALSE,Ba2,0,South
INSM.MOT,Institut za Fizikalnu Medicinu Rehabilitaciju i Reumatologiju Dr Simo Milosevic ad Igalo,Republic of Montenegro,30164155.15,118743009,320180,540689,31863560,10364778,-19282647,Act,Healthcare,FALSE,,0,South
EISV.BEL,Elektro Industrijska Servisna Mreza A.d. Beograd,Republic of Serbia,419528.5092,,,,,,,Act,Consumer Non-Cyclicals,FALSE,,,South
ACIR.ZA,ACI dd,Croatia,99831270.61,93375000,-897066,634000,22883000,37086000,26696000,Act,Consumer Cyclicals,FALSE,,0,South
CKML.ZA,Cakovecki Mlinovi dd,Croatia,163203363,113231000,5735000,6151000,25660000,200450000,42175000,Act,Consumer Non-Cyclicals,FALSE,,0,South
KRPL.BEL,Krusik Plastika ad Osecina,Republic of Serbia,7552995.603,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
SHIP.OQ,Seanergy Maritime Holdings Corp,Greece,269542849.1,527239412.7,25487203.3,60611190.9,274000716.6,161748648.1,-16128598.2,Act,Industrials,FALSE,,0,South
NMM.N,Navios Maritime Partners LP,Greece,1722251787,5479782516,341792408.1,436851456.6,2479090531,1288574349,32188617.5,Act,Industrials,FALSE,Ba3,0,South
MTCM.MI,Maire SpA,Italy,4592034342,7409282000,116582000,314757000,6768213000,5861113000,719587000,Act,Industrials,FALSE,,0,South
AUTP.BEL,Autotehna ad Topola,Republic of Serbia,300463.5565,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
ROVI.MC,Laboratorios Farmaceuticos ROVI SA,Spain,2998729111,832022000,88970000,179545000,250482000,763749000,332955000,Act,Healthcare,FALSE,,0,South
ATGR.ZA,Atlantic Grupa dd,Croatia,679362013.9,986127000,10538000,51705000,524105000,1096513000,62991000,Act,Consumer Non-Cyclicals,FALSE,,0,South
CTKS.ZA,Cateks dd,Croatia,20912241.15,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
HEFA.ZA,Helios Faros dd,Croatia,57546682.38,67002873,-2318586,-2233208,15510346,12155623,9424901,Act,Consumer Cyclicals,FALSE,,0,South
JDGT.ZA,Jadroagent dd,Croatia,21034690.62,29056121.1,110377.22,1606818.03,15911584.38,7296442.03,3545974.4,Act,Industrials,FALSE,,0,South
JDTC.ZA,Jadran dd u stecaju,Croatia,56583.63787,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
KTJV.ZA,Kutjevo dd,Croatia,35174296.19,87048415,1875244,2665237,28342123,45091134,25372930,Act,Consumer Non-Cyclicals,FALSE,,0,South
LPLH.ZA,Losinjska Plovidba Holding dd,Croatia,16540066.17,34508365,578054.8,997226,9947826,16839190,5062303,Act,Industrials,FALSE,,0,South
MRSK.ZA,Maraska dd,Croatia,10692392.61,21465466,313436,1455152,15924323,18953982,4650065,Act,Consumer Non-Cyclicals,FALSE,,0,South
TKPR.ZA,Tekstilpromet dd,Croatia,30571324.58,40808301,1013110,1999248,13115092,38109615,10411624,Act,Consumer Cyclicals,FALSE,,0,South
VISZ.ZA,VIS dd,Croatia,5146301.9,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
TBKN.BEL,Tabak ad Nis,Republic of Serbia,758997.0872,,,,,,,Act,Consumer Non-Cyclicals,FALSE,,,South
OMOL.BEL,Omoljica ad Omoljica,Republic of Serbia,11135615.61,12058189.47,-513891.3248,-511785.774,819358.8046,1504792.6,330443.0775,Act,Consumer Non-Cyclicals,FALSE,,0,South
SQRL.MC,Squirrel Media SA,Spain,219464033.5,210691000,2878000,12368000,138462000,143385000,-30645000,Act,Consumer Cyclicals,FALSE,,0,South
BEBE.BEL,Be Be ad Bajina Basta,Republic of Serbia,114252.6085,,,,,,,Act,Industrials,FALSE,,,South
SMBR.BEL,NIP Somborske Novine ad Sombor,Republic of Serbia,224700.5412,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
SEVB.BEL,Severni Banat ad Kikinda,Republic of Serbia,590645.8069,,,,,,,Act,Industrials,FALSE,,,South
MDFR.BEL,Medifarm ad Bograd,Republic of Serbia,830660.0327,,,,,,,Act,Healthcare,FALSE,,,South
COKO.BEL,Cokolend ad Paracin,Republic of Serbia,,,,,,,,Act,Consumer Non-Cyclicals,FALSE,,,South
MTPT.MT,MaltaPost plc,Malta,40120874.67,52696000,484788.12,4527000,19432000,40144000,4457000,Act,Industrials,FALSE,,0,South
RNRD.BEL,Rec Naroda ad Pozarevac,Republic of Serbia,21211.17171,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
KSMRM.BEL,Kosmaj Mermer A.d. Mladenovac,Republic of Serbia,,,,,,,,Act,Basic Materials,FALSE,,,South
KSVB.BEL,Kosovoprojekt Inzenjering ad Beograd,Republic of Serbia,47279.09,,,,,,,Act,Industrials,FALSE,,,South
MSHr.AT,Mediterra SA,Greece,11155286.05,13751774,101408,698638,7284001,14251945,1910523,Act,Consumer Non-Cyclicals,FALSE,,0,South
PPVA.BEL,Preduzece za Puteve Valjevo ad Valjevo,Republic of Serbia,5158681.454,,,,,,,Act,Industrials,FALSE,,,South
INXV.BEL,Inex Velepromet ad Vucak,Republic of Serbia,737534.2633,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
ALTN.BEL,Fero konstrukcije ad Vranje,Republic of Serbia,,,,,,,,Act,Industrials,FALSE,,,South
ELDZ.BEL,Elektrodizalica A.d. Beograd,Republic of Serbia,,,,,,,,Act,Industrials,FALSE,,,South
ZZSV.BEL,Zavod za Sudska Vestacenja ad Novi Sad,Republic of Serbia,,,,,,,,Act,Industrials,FALSE,,,South
TRLT.BEL,Tarolit A.d. Beograd,Republic of Serbia,,,,,,,,Act,Basic Materials,FALSE,,,South
UKNP.BEL,Ukras ad Novi Pazar,Republic of Serbia,,,,,,,,Act,Basic Materials,FALSE,,,South
JSNV.BEL,Jasenovo ad Nova Varos,Republic of Serbia,392070.4194,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
EDPR.LS,Edp Renewables SA,Spain,14369517965,31661205000,-641314000,505825000,19234424000,2319830000,-1435328000,Act,Utilities,FALSE,,0,South
BRCI.BEL,Borici ad Sjenica,Republic of Serbia,,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
NTOr.AT,Doppler SA,Greece,11219368.26,25210277.51,-486986.49,-6398.92,22793565.99,17339375.26,5640568.31,Act,Industrials,FALSE,,0,South
SBAC.BEL,UTP Srednja Backa ad Kula,Republic of Serbia,424443.5575,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
MHPCq.L,MHP SE,Cyprus,838824655.9,4275073400,129430600,294599500,2376114000,2942131400,965900000,Act,Consumer Non-Cyclicals,FALSE,CCC,0,South
GHM.MT,Grand Harbour Marina PLC,Malta,18976670.68,38109000,2222000,3008000,25182000,8231000,9234000,Act,Consumer Cyclicals,FALSE,,,South
TZSU.BEL,Trznica ad Subotica,Republic of Serbia,1842218.333,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
RSOF.MT,RS2 PLC,Malta,113171404.2,49124140,43768,1753060,25420195,37537033,-19806,Act,Technology,FALSE,,0,South
MLVP.BEL,Mlava ad Vucak,Republic of Serbia,3576371.865,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
VJSR.BEL,Vojvodina ad Srbobran,Republic of Serbia,23425.51975,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
ZVAV.BEL,Zvezdara Avala A.d. Beograd,Republic of Serbia,1071163.405,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
RAMA.LS,Ramada Investimentos e Industria SA,Portugal,171586831.9,142552409,-9611242,7848833,24819158,10202416,6075112,Act,Basic Materials,FALSE,,0,South
ENVT.MI,Enervit SpA,Italy,84090621.66,67454618,1810228,5723946,35000534,96721141,14197454,Act,Consumer Non-Cyclicals,FALSE,,0,South
BHSL.BEL,Buducnost Hladjenje Slap ad Beograd,Republic of Serbia,82761.25788,,,,,,,Act,Industrials,FALSE,,,South
ZTZA.BEL,Zitopromet ad Zajecar,Republic of Serbia,,,,,,,,Act,Consumer Non-Cyclicals,FALSE,,,South
PREFr.AT,Performance Technologies SA,Greece,136618370.8,48376940,4037681.026,6429912,24461944,57722479,21437218,Act,Technology,FALSE,,0,South
ATKR.BEL,Autokoran ad Priboj,Republic of Serbia,,,,,,,,Act,Consumer Non-Cyclicals,FALSE,,,South
VLEN.ZA,Brodogradiliste Viktor Lenac dd,Croatia,76574268.35,78269003,5423772,6050040,22832052,68264318,16645331,Act,Industrials,FALSE,,0,South
MINF.BEL,Min Fam ad Nis,Republic of Serbia,386860.8675,,,,,,,Act,Industrials,FALSE,,,South
SVRT.BEL,Severtrans ad Sombor,Republic of Serbia,799757.5624,,,,,,,Act,Industrials,FALSE,,,South
UTSI.BEL,Utva Silosi A.d. Kovin,Republic of Serbia,5335667.479,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
VDZG.ZA,Vodoprivreda Zagreb dd,Croatia,19683097.86,,,,,,,Act,Utilities,FALSE,,,South
TATR.BEL,Takovo Transport ad Beograd,Republic of Serbia,,,,,,,,Act,Industrials,FALSE,,,South
AVEN.BEL,Autoventil ad Uzice,Republic of Serbia,3076485.708,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
INSA.BEL,Insa ad Zemun,Republic of Serbia,3934758.916,5594013.926,34267.07098,7721.194458,1653548.456,5615136.176,2013412.49,Act,Industrials,FALSE,,0,South
PPLA.BEL,Potisje Precizni Liv ad Ada,Republic of Serbia,557926.6097,,,,,,,Act,Basic Materials,FALSE,,,South
RDKN.BEL,Rade Koncar ad Beograd,Republic of Serbia,,,,,,,,Act,Consumer Non-Cyclicals,FALSE,,,South
OTECr.AT,Optronics Technologies SA,Greece,7191518.975,2436066.57,-257646.93,-268010.56,864255.15,2458154.87,1405713.48,Act,Industrials,FALSE,,0,South
KMTB.SJ,Kombiteks dd Bihac u stecaju,Bosnia and Herzegovina,345126.5737,,,,,,,Act,Industrials,FALSE,,,South
SVKO.SJ,Svjetlostkomerc dd Sarajevo,Bosnia and Herzegovina,1780777.365,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
VIKD.BEL,Vik ad Vrsac,Republic of Serbia,,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
SLBZ.BEL,RTC Sabac ad Sabac,Republic of Serbia,7407086.011,,,,,,,Act,Industrials,FALSE,,,South
BBR9.SJ,BIMAL dd Brcko distrikt BiH,Bosnia and Herzegovina,10582311.61,97677098.49,,1165035.25,53031990.11,106612015.1,-1105790.076,Act,Consumer Non-Cyclicals,FALSE,,0,South
AGRL.SJ,Agram dd Ljubuski,Bosnia and Herzegovina,,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
AMHS.SJ,Automehanika Sarajevo dd u stecaju,Bosnia and Herzegovina,74504.6655,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
ANGS.SJ,Angrosirovina dd Gracanica,Bosnia and Herzegovina,6668.833014,,,,,,,Act,Industrials,FALSE,,,South
APFM.SJ,Apro Florami dd Mostar,Bosnia and Herzegovina,,,,,,,,Act,Consumer Non-Cyclicals,FALSE,,,South
ASTS.SJ,Astro dd Sarajevo u stecaju,Bosnia and Herzegovina,98658.30947,,,,,,,Act,Consumer Non-Cyclicals,FALSE,,,South
BAGS.SJ,Bags Energotehnika dd Vogosca,Bosnia and Herzegovina,2059399.383,,,,,,,Act,Utilities,FALSE,,,South
BGPM.SJ,Bugojnopromet dd Bugojno,Bosnia and Herzegovina,378341.7909,,,,,,,Act,Consumer Non-Cyclicals,FALSE,,,South
BHOL.SJ,BNT Holding dd Novi Travnik,Bosnia and Herzegovina,258981.861,,,,,,,Act,Consumer Non-Cyclicals,FALSE,,,South
BHTS.SJ,BH Telecom dd Sarajevo,Bosnia and Herzegovina,499103686.2,655563269.1,-7752827.868,30914527.19,126019038.5,270162061.3,146209922.9,Act,Technology,FALSE,,0,South
BIPV.SJ,Bihacka Pivovara dd Bihac,Bosnia and Herzegovina,4329966.949,17299501.67,-1739212.15,-1329933.182,5670048.281,1911751.273,-1776460.842,Act,Consumer Non-Cyclicals,FALSE,,0.01,South
BIRB.SJ,Bira dd Bihac,Bosnia and Herzegovina,,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
BITM.SJ,Bitumenka dd Sarajevo,Bosnia and Herzegovina,1069911.268,,,,,,,Act,Basic Materials,FALSE,,,South
BMCD.SJ,Bamcard dd Sarajevo,Bosnia and Herzegovina,4002937.012,,,,,,,Act,Industrials,FALSE,,,South
BNTM.SJ,BNT Tmih dd Novi Travnik,Bosnia and Herzegovina,19707225.83,,,,,,,Act,Industrials,FALSE,,,South
BOCZ.SJ,Bosna dd Cazin u stecaju,Bosnia and Herzegovina,9606818.02,,,,,,,Act,Consumer Non-Cyclicals,FALSE,,,South
BRCT.SJ,Borac Export Import dd Travnik,Bosnia and Herzegovina,173329.895,,,,,,,Act,Industrials,FALSE,,,South
CPRM.SJ,Centroprom dd Kiseljak,Bosnia and Herzegovina,1497480.027,,,,,,,Act,Industrials,FALSE,,,South
CTRB.SJ,Centrotrans Transport Robe dd Sarajevo,Bosnia and Herzegovina,34106.89082,,,,,,,Act,Industrials,FALSE,,,South
CTRT.SJ,Centrotrans Tranzit dd Sarajevo,Bosnia and Herzegovina,4053094.196,,,,,,,Act,Industrials,FALSE,,,South
DBJP.SJ,Dobojputevi dd Doboj Jug,Bosnia and Herzegovina,2987151.277,,,,,,,Act,Industrials,FALSE,,,South
DCNSR.SJ,TPDC Sarajevo dd Sarajevo,Bosnia and Herzegovina,105512.6355,,,,,,,Act,Consumer Non-Cyclicals,FALSE,,,South
DEKO.SJ,Tip Dekorativa Prozor dd,Bosnia and Herzegovina,,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
DHNG.SJ,Duhan dd Gradacac,Bosnia and Herzegovina,,,,,,,,Act,Consumer Non-Cyclicals,FALSE,,,South
ELRM.SJ,Elektroremont dd Banovici,Bosnia and Herzegovina,112236.5338,,,,,,,Act,Industrials,FALSE,,,South
ENIS.SJ,Energoinvest dd Sarajevo,Bosnia and Herzegovina,23447422.51,94017389.94,159734.1797,2878466.318,55285878.76,99623830.74,-21693752.02,Act,Industrials,FALSE,,0,South
ENKT.SJ,Enker dd Tesanj,Bosnia and Herzegovina,6938083.091,,,,,,,Act,Industrials,FALSE,,,South
ENPS.SJ,Energopetrol dd Sarajevo,Bosnia and Herzegovina,32631153.95,31480226.32,2501152.258,2702982.353,8663150.913,111197914.4,1283799.683,Act,Energy,FALSE,,0,South
ETAT.SJ,E-TAT dd Sarajevo,Bosnia and Herzegovina,299816.8916,,,,,,,Act,Industrials,FALSE,,,South
ETDS.SJ,Energoinvest TDS dd Sarajevo u stecaju,Bosnia and Herzegovina,2016186.184,,,,,,,Act,Industrials,FALSE,,,South
FIND.SJ,Finvest Drvar dd Drvar,Bosnia and Herzegovina,,,,,,,,Act,Basic Materials,FALSE,,,South
FMGR.SJ,Famos Gradnja dd Sarajevo,Bosnia and Herzegovina,,,,,,,,Act,Industrials,FALSE,,,South
FOGS.SJ,Alpina Fogs dd Sarajevo,Bosnia and Herzegovina,302861.6825,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
FORM.SJ,Fortuna dd Gracanica u stecaju,Bosnia and Herzegovina,,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
FRES.SJ,Feroelektro dd Sarajevo,Bosnia and Herzegovina,1567749.261,,,,,,,Act,Industrials,FALSE,,,South
GDPS.SJ,Polet dd Sarajevo,Bosnia and Herzegovina,291960.9677,,,,,,,Act,Industrials,FALSE,,,South
GINX.SJ,Sindikat Metalaca BIH Sarajevo Sindikalna Organizacija Unis Ginex doo Gorazde,Bosnia and Herzegovina,91882522.39,59873723.68,9731768.693,10852285.02,5674691.545,38665740.29,33085661.03,Act,Industrials,FALSE,,0,South
GPDD.SJ,GPD Drina dd Gorazde,Bosnia and Herzegovina,128804.6467,,,,,,,Act,Industrials,FALSE,,,South
GPUT.SJ,GP Put dd Sarajevo u stecaju,Bosnia and Herzegovina,,36960089.72,380122.2667,-1944317.2,29502642.96,14569389.59,2048212.202,Act,Industrials,FALSE,,,South
GRNJ.SJ,Granit dd Jablanica u stecaju,Bosnia and Herzegovina,53040.09373,,,,,,,Act,Basic Materials,FALSE,,,South
HDGS.SJ,Hidrogradnja dd Sarajevo u stecaju,Bosnia and Herzegovina,550084.9108,,,,,,,Act,Industrials,FALSE,,,South
HETM.SJ,Hetmos Mostar Hoteli dd Mostar,Bosnia and Herzegovina,859186.8918,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
HMON.SJ,Hidromontaza dd Sarajevo,Bosnia and Herzegovina,70265.69967,,,,,,,Act,Industrials,FALSE,,,South
HRCA.SJ,Hercegovina-auto Export-import D.d. Mostar,Bosnia and Herzegovina,7507243.175,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
HTAD.SJ,HUT Aduna dd Bihac,Bosnia and Herzegovina,989080.0645,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
HTIL.SJ,Hoteli Ilidza dd Ilidza,Bosnia and Herzegovina,12480387.45,25413807.93,191841.6829,93079.49434,7175039.405,2694346.721,-1459684.877,Act,Consumer Cyclicals,FALSE,,,South
IGKC.SJ,Igman dd Konjic,Bosnia and Herzegovina,51445260.31,106466506.2,259755.4591,774164.0688,39654413.17,85547977.86,56978275.32,Act,Industrials,FALSE,,0,South
INGM.SJ,Ingram dd Srebrenik,Bosnia and Herzegovina,7840968.731,29080904.43,1272844.908,1655292.013,6802456.473,15257275.91,8036727.766,Act,Basic Materials,FALSE,,0,South
INPK.SJ,Inpokomerc dd Bugojno,Bosnia and Herzegovina,,,,,,,,Act,Consumer Non-Cyclicals,FALSE,,,South
IRIS.SJ,Iris Computers dd Sarajevo,Bosnia and Herzegovina,242659.887,,,,,,,Act,Technology,FALSE,,,South
JABL.SJ,JKP dd Jablanica u stecaju,Bosnia and Herzegovina,6372546.848,,,,,,,Act,Utilities,FALSE,,,South
JPEM.SJ,JP Elektroprivreda HZ HB dd Mostar,Bosnia and Herzegovina,116515955.7,542314757.6,356201.7681,-5121502.068,149945298.4,178577292.3,6526829.041,Act,Utilities,FALSE,,0,South
JPES.SJ,JP Elektroprivreda BiH dd Sarajevo,Bosnia and Herzegovina,148039163.8,1607185492,-29436210.82,-33412886.93,273924770.8,627445536.6,163728493,Act,Utilities,FALSE,,0,South
JPKM.SJ,JP Komos dd Mostar u stecaju,Bosnia and Herzegovina,,,,,,,,Act,Industrials,FALSE,,,South
KHKL.SJ,Koksno Hemijski Kombinat dd u stecaju,Bosnia and Herzegovina,914888.8201,,,,,,,Act,Energy,FALSE,,,South
KNJH.SJ,Konjuh dd Zivinice u stecaju,Bosnia and Herzegovina,,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
KPRT.SJ,Kipertrans dd Zenica,Bosnia and Herzegovina,,,,,,,,Act,Industrials,FALSE,,,South
KRJP.SJ,Krajinaputevi dd Bihac u stecaju,Bosnia and Herzegovina,,,,,,,,Act,Industrials,FALSE,,,South
LKCT.SJ,Lukavactrans dd Lukavac u stecaju,Bosnia and Herzegovina,,,,,,,,Act,Industrials,FALSE,,,South
LVNC.SJ,Livnica dd Visoko,Bosnia and Herzegovina,333731.4299,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
LVNV.SJ,Livnica dd Vares,Bosnia and Herzegovina,,,,,,,,Act,Basic Materials,FALSE,,,South
MDPB.SJ,Mediapan dd Busovaca u stecaju,Bosnia and Herzegovina,,,,,,,,Act,Consumer Non-Cyclicals,FALSE,,,South
METZ.SJ,Metalno dd Zenica u stecaju,Bosnia and Herzegovina,,,,,,,,Act,Industrials,FALSE,,,South
MGVS.SJ,Magros Veletrgovina dd Sarajevo,Bosnia and Herzegovina,4387563.544,,,,,,,Act,Consumer Cyclicals,FALSE,,,South
MISM.SJ,MI Soko Proizvodnja Opreme dd Mostar u stecaju,Bosnia and Herzegovina,,,,,,,,Act,Industrials,FALSE,,,South
MJVC.SJ,Majevica dd Srebrenik,Bosnia and Herzegovina,1604738.263,,,,,,,Act,Consumer Non-Cyclicals,FALSE,,,South
MLPB.SJ,Mlinpek dd Bugojno,Bosnia and Herzegovina,349788.1339,,,,,,,Act,Consumer Non-Cyclicals,FALSE,,,South
MLUS.SJ,MPI Mlin dd Ustikolina,Bosnia and Herzegovina,188471.0145,,,,,,,Act,Consumer Non-Cyclicals,FALSE,,,South
